System ID,,"4483C11306J"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"N02C7075"
Last test date,,"9/14/2026"
Last test time,,"5:16:49 PM"
Course,,"N"
Lab Section Number,,"02"
Group,,"C"
Material,,"7075"
Heat Treatment,,""
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.23"
Grip Diameter,(mm),"12.82"
Rockwell Hardness,,"87.3"
Rockwell Scale,,"HRB"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"5.94"
Fracture Notes and Location,,""
Notes During Test,,"Zinc alloy"

Results Table 1
,,"1"
Maximum Force,(kN),"22.50"
Maximum Strain,(%),"17.78"

Time,Displacement,Force,Strain 1
"16.00","1.07","13.51","0.005229"
"16.50","1.10","13.78","0.005347"
"17.00","1.13","14.05","0.005456"
"17.50","1.17","14.30","0.005567"
"18.00","1.20","14.55","0.005676"
"18.50","1.23","14.79","0.005787"
"19.00","1.27","15.04","0.005886"
"19.50","1.30","15.28","0.005993"
"20.00","1.33","15.53","0.006098"
"20.50","1.37","15.77","0.006205"
"21.00","1.40","16.02","0.006317"
"21.50","1.43","16.28","0.006417"
"22.00","1.47","16.53","0.006529"
"22.50","1.50","16.77","0.006627"
"23.00","1.53","17.02","0.006735"
"23.50","1.57","17.27","0.006845"
"24.00","1.60","17.52","0.006948"
"24.50","1.63","17.77","0.007058"
"25.00","1.67","18.02","0.007169"
"25.50","1.70","18.26","0.007285"
"26.00","1.73","18.51","0.007400"
"26.50","1.77","18.76","0.007523"
"27.00","1.80","19.00","0.007646"
"27.50","1.83","19.24","0.007788"
"28.00","1.87","19.48","0.007946"
"28.50","1.90","19.70","0.008130"
"29.00","1.93","19.90","0.008376"
"29.50","1.97","20.08","0.008657"
"30.00","2.00","20.23","0.009045"
"30.50","2.03","20.36","0.009509"
"31.00","2.07","20.46","0.01004"
"31.50","2.10","20.55","0.01063"
"32.00","2.13","20.63","0.01129"
"32.50","2.17","20.70","0.01197"
"33.00","2.20","20.76","0.01269"
"33.50","2.23","20.81","0.01344"
"34.00","2.27","20.86","0.01424"
"34.50","2.30","20.90","0.01503"
"35.00","2.33","20.95","0.01584"
"35.50","2.37","20.98","0.01667"
"36.00","2.40","21.02","0.01752"
"36.50","2.43","21.05","0.01835"
"37.00","2.47","21.08","0.01922"
"37.50","2.50","21.12","0.02008"
"38.00","2.53","21.15","0.02092"
"38.50","2.57","21.18","0.02178"
"39.00","2.60","21.21","0.02264"
"39.50","2.63","21.24","0.02348"
"40.00","2.67","21.27","0.02428"
"40.50","2.70","21.29","0.02512"
"41.00","2.73","21.32","0.02599"
"41.50","2.77","21.34","0.02682"
"42.00","2.80","21.37","0.02767"
"42.50","2.83","21.40","0.02851"
"43.00","2.87","21.42","0.02935"
"43.50","2.90","21.45","0.03021"
"44.00","2.93","21.47","0.03104"
"44.50","2.97","21.50","0.03189"
"45.00","3.00","21.52","0.03274"
"45.50","3.03","21.54","0.03358"
"46.00","3.07","21.57","0.03442"
"46.50","3.10","21.59","0.03527"
"47.00","3.13","21.61","0.03612"
"47.50","3.17","21.63","0.03697"
"48.00","3.20","21.66","0.03781"
"48.50","3.23","21.68","0.03866"
"49.00","3.27","21.70","0.03950"
"49.50","3.30","21.72","0.04036"
"50.00","3.33","21.74","0.04121"
"50.50","3.37","21.76","0.04207"
"51.00","3.40","21.78","0.04292"
"51.50","3.43","21.80","0.04376"
"52.00","3.47","21.82","0.04463"
"52.50","3.50","21.84","0.04547"
"53.00","3.53","21.86","0.04632"
"53.50","3.57","21.88","0.04720"
"54.00","3.60","21.90","0.04806"
"54.50","3.63","21.91","0.04892"
"55.00","3.67","21.93","0.04978"
"55.50","3.70","21.95","0.05065"
"56.00","3.73","21.97","0.05152"
"56.50","3.77","21.99","0.05238"
"57.00","3.80","22.00","0.05327"
"57.50","3.83","22.01","0.05414"
"58.00","3.87","22.03","0.05500"
"58.50","3.90","22.05","0.05588"
"59.00","3.93","22.06","0.05676"
"59.50","3.97","22.08","0.05765"
"60.00","4.00","22.09","0.05853"
"60.50","4.03","22.11","0.05943"
"61.00","4.07","22.12","0.06031"
"61.50","4.10","22.13","0.06120"
"62.00","4.13","22.15","0.06210"
"62.50","4.17","22.16","0.06300"
"63.00","4.20","22.17","0.06389"
"63.50","4.23","22.19","0.06478"
"64.00","4.27","22.20","0.06568"
"64.50","4.30","22.21","0.06656"
"65.00","4.33","22.23","0.06748"
"65.50","4.37","22.24","0.06838"
"66.00","4.40","22.25","0.06930"
"66.50","4.43","22.26","0.07021"
"67.00","4.47","22.27","0.07112"
"67.50","4.50","22.28","0.07204"
"68.00","4.53","22.29","0.07297"
"68.50","4.57","22.30","0.07389"
"69.00","4.60","22.31","0.07481"
"69.50","4.63","22.32","0.07575"
"70.00","4.67","22.33","0.07669"
"70.50","4.70","22.34","0.07763"
"71.00","4.73","22.35","0.07858"
"71.50","4.77","22.36","0.07951"
"72.00","4.80","22.37","0.08047"
"72.50","4.83","22.38","0.08141"
"73.00","4.87","22.39","0.08237"
"73.50","4.90","22.39","0.08332"
"74.00","4.93","22.40","0.08430"
"74.50","4.97","22.41","0.08526"
"75.00","5.00","22.41","0.08623"
"75.50","5.03","22.42","0.08720"
"76.00","5.07","22.43","0.08817"
"76.50","5.10","22.44","0.08917"
"77.00","5.13","22.44","0.09016"
"77.50","5.17","22.45","0.09115"
"78.00","5.20","22.45","0.09215"
"78.50","5.23","22.46","0.09316"
"79.00","5.27","22.46","0.09417"
"79.50","5.30","22.47","0.09519"
"80.00","5.33","22.47","0.09620"
"80.50","5.37","22.48","0.09724"
"81.00","5.40","22.48","0.09827"
"81.50","5.43","22.48","0.09930"
"82.00","5.47","22.49","0.1004"
"82.50","5.50","22.49","0.1014"
"83.00","5.53","22.49","0.1025"
"83.50","5.57","22.50","0.1035"
"84.00","5.60","22.50","0.1046"
"84.50","5.63","22.50","0.1057"
"85.00","5.67","22.50","0.1068"
"85.50","5.70","22.50","0.1078"
"86.00","5.73","22.50","0.1090"
"86.50","5.77","22.50","0.1101"
"87.00","5.80","22.50","0.1112"
"87.50","5.83","22.50","0.1123"
"88.00","5.87","22.50","0.1134"
"88.50","5.90","22.50","0.1146"
"89.00","5.93","22.50","0.1157"
"89.50","5.97","22.50","0.1169"
"90.00","6.00","22.49","0.1180"
"90.50","6.03","22.49","0.1192"
"91.00","6.07","22.48","0.1204"
"91.50","6.10","22.47","0.1215"
"92.00","6.13","22.47","0.1227"
"92.50","6.17","22.46","0.1240"
"93.00","6.20","22.45","0.1252"
"93.50","6.23","22.44","0.1264"
"94.00","6.27","22.43","0.1276"
"94.50","6.30","22.42","0.1289"
"95.00","6.33","22.41","0.1301"
"95.50","6.37","22.39","0.1314"
"96.00","6.40","22.38","0.1326"
"96.50","6.43","22.36","0.1339"
"97.00","6.47","22.35","0.1352"
"97.50","6.50","22.32","0.1365"
"98.00","6.53","22.30","0.1377"
"98.50","6.57","22.28","0.1390"
"99.00","6.60","22.25","0.1403"
"99.50","6.63","22.23","0.1417"
"100.00","6.67","22.20","0.1430"
"100.50","6.70","22.16","0.1443"
"101.00","6.73","22.13","0.1456"
"101.50","6.77","22.10","0.1470"
"102.00","6.80","22.06","0.1483"
"102.50","6.83","22.02","0.1496"
"103.00","6.87","21.97","0.1510"
"103.50","6.90","21.93","0.1523"
"104.00","6.93","21.88","0.1537"
"104.50","6.97","21.83","0.1551"
"105.00","7.00","21.77","0.1565"
"105.50","7.03","21.72","0.1578"
"106.00","7.07","21.66","0.1592"
"106.50","7.10","21.59","0.1606"
"107.00","7.13","21.52","0.1620"
"107.50","7.17","21.46","0.1634"
"108.00","7.20","21.39","0.1648"
"108.50","7.23","21.31","0.1662"
"109.00","7.27","21.23","0.1676"
"109.50","7.30","21.15","0.1690"
"110.00","7.33","21.06","0.1704"
"110.50","7.37","20.97","0.1719"
"111.00","7.40","20.88","0.1733"
"111.50","7.43","20.79","0.1747"
"112.00","7.47","20.68","0.1762"
"112.50","7.50","20.56","0.1776"
"112.53","7.50","12.02","0.1778"

