System ID,,"4483C1713"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"N02D1045NM"
Last test date,,"9/14/2026"
Last test time,,"5:07:08 PM"
Course,,"NPRE 432"
Lab Section Number,,"02"
Group,,"D"
Material,,"Steel 1045"
Heat Treatment,,"Normalized"
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.00"
Grip Diameter,(mm),"12.58"
Rockwell Hardness,,"92.2"
Rockwell Scale,,"HRB"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"5.52"
Fracture Notes and Location,,""
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"30.83"
Maximum Strain,(%),"25.65"

Time,Displacement,Force,Strain 1
"30.50","2.03","19.12","0.002444"
"31.00","2.07","19.45","0.002478"
"31.50","2.10","19.77","0.002528"
"32.00","2.13","20.09","0.002565"
"32.50","2.17","20.42","0.002618"
"33.00","2.20","20.69","0.002651"
"33.50","2.23","19.14","0.003156"
"34.00","2.27","19.15","0.004232"
"34.50","2.30","19.16","0.005416"
"35.00","2.33","19.15","0.006684"
"35.50","2.37","19.12","0.007987"
"36.00","2.40","19.02","0.009301"
"36.50","2.43","18.99","0.009822"
"37.00","2.47","19.28","0.009902"
"37.50","2.50","19.62","0.01021"
"38.00","2.53","19.87","0.01071"
"38.50","2.57","20.09","0.01126"
"39.00","2.60","20.30","0.01179"
"39.50","2.63","20.49","0.01230"
"40.00","2.67","20.66","0.01278"
"40.50","2.70","20.82","0.01324"
"41.00","2.73","20.98","0.01366"
"41.50","2.77","21.14","0.01407"
"42.00","2.80","21.28","0.01450"
"42.50","2.83","21.43","0.01490"
"43.00","2.87","21.58","0.01530"
"43.50","2.90","21.73","0.01571"
"44.00","2.93","21.87","0.01612"
"44.50","2.97","22.01","0.01653"
"45.00","3.00","22.15","0.01695"
"45.50","3.03","22.29","0.01735"
"46.00","3.07","22.42","0.01777"
"46.50","3.10","22.57","0.01821"
"47.00","3.13","22.69","0.01863"
"47.50","3.17","22.83","0.01905"
"48.00","3.20","22.98","0.01947"
"48.50","3.23","23.11","0.01991"
"49.00","3.27","23.24","0.02033"
"49.50","3.30","23.38","0.02077"
"50.00","3.33","23.51","0.02119"
"50.50","3.37","23.63","0.02163"
"51.00","3.40","23.75","0.02207"
"51.50","3.43","23.89","0.02252"
"52.00","3.47","24.02","0.02295"
"52.50","3.50","24.14","0.02339"
"53.00","3.53","24.26","0.02384"
"53.50","3.57","24.38","0.02430"
"54.00","3.60","24.51","0.02476"
"54.50","3.63","24.64","0.02521"
"55.00","3.67","24.76","0.02566"
"55.50","3.70","24.86","0.02613"
"56.00","3.73","24.97","0.02659"
"56.50","3.77","25.10","0.02707"
"57.00","3.80","25.22","0.02753"
"57.50","3.83","25.33","0.02799"
"58.00","3.87","25.45","0.02845"
"58.50","3.90","25.56","0.02895"
"59.00","3.93","25.67","0.02942"
"59.50","3.97","25.78","0.02991"
"60.00","4.00","25.89","0.03039"
"60.50","4.03","25.99","0.03089"
"61.00","4.07","26.09","0.03137"
"61.50","4.10","26.19","0.03186"
"62.00","4.13","26.30","0.03236"
"62.50","4.17","26.40","0.03286"
"63.00","4.20","26.50","0.03337"
"63.50","4.23","26.61","0.03387"
"64.00","4.27","26.71","0.03437"
"64.50","4.30","26.79","0.03490"
"65.00","4.33","26.90","0.03542"
"65.50","4.37","26.99","0.03594"
"66.00","4.40","27.07","0.03646"
"66.50","4.43","27.16","0.03699"
"67.00","4.47","27.26","0.03752"
"67.50","4.50","27.33","0.03806"
"68.00","4.53","27.43","0.03859"
"68.50","4.57","27.52","0.03913"
"69.00","4.60","27.60","0.03967"
"69.50","4.63","27.69","0.04022"
"70.00","4.67","27.75","0.04079"
"70.50","4.70","27.85","0.04134"
"71.00","4.73","27.93","0.04188"
"71.50","4.77","28.00","0.04245"
"72.00","4.80","28.07","0.04301"
"72.50","4.83","28.15","0.04358"
"73.00","4.87","28.23","0.04414"
"73.50","4.90","28.29","0.04473"
"74.00","4.93","28.37","0.04530"
"74.50","4.97","28.44","0.04588"
"75.00","5.00","28.50","0.04646"
"75.50","5.03","28.57","0.04705"
"76.00","5.07","28.64","0.04764"
"76.50","5.10","28.70","0.04823"
"77.00","5.13","28.77","0.04884"
"77.50","5.17","28.83","0.04945"
"78.00","5.20","28.88","0.05005"
"78.50","5.23","28.95","0.05066"
"79.00","5.27","29.00","0.05128"
"79.50","5.30","29.07","0.05189"
"80.00","5.33","29.12","0.05252"
"80.50","5.37","29.17","0.05313"
"81.00","5.40","29.22","0.05377"
"81.50","5.43","29.28","0.05440"
"82.00","5.47","29.33","0.05503"
"82.50","5.50","29.39","0.05567"
"83.00","5.53","29.43","0.05632"
"83.50","5.57","29.48","0.05697"
"84.00","5.60","29.52","0.05761"
"84.50","5.63","29.57","0.05827"
"85.00","5.67","29.61","0.05893"
"85.50","5.70","29.66","0.05959"
"86.00","5.73","29.70","0.06025"
"86.50","5.77","29.75","0.06092"
"87.00","5.80","29.78","0.06159"
"87.50","5.83","29.81","0.06227"
"88.00","5.87","29.85","0.06293"
"88.50","5.90","29.90","0.06362"
"89.00","5.93","29.93","0.06430"
"89.50","5.97","29.97","0.06498"
"90.00","6.00","30.01","0.06567"
"90.50","6.03","30.03","0.06637"
"91.00","6.07","30.07","0.06707"
"91.50","6.10","30.10","0.06776"
"92.00","6.13","30.12","0.06848"
"92.50","6.17","30.15","0.06920"
"93.00","6.20","30.19","0.06990"
"93.50","6.23","30.22","0.07062"
"94.00","6.27","30.24","0.07134"
"94.50","6.30","30.26","0.07208"
"95.00","6.33","30.30","0.07279"
"95.50","6.37","30.33","0.07352"
"96.00","6.40","30.35","0.07425"
"96.50","6.43","30.37","0.07499"
"97.00","6.47","30.39","0.07573"
"97.50","6.50","30.41","0.07646"
"98.00","6.53","30.43","0.07721"
"98.50","6.57","30.45","0.07796"
"99.00","6.60","30.48","0.07869"
"99.50","6.63","30.52","0.07944"
"100.00","6.67","30.52","0.08022"
"100.50","6.70","30.53","0.08098"
"101.00","6.73","30.55","0.08175"
"101.50","6.77","30.56","0.08253"
"102.00","6.80","30.58","0.08328"
"102.50","6.83","30.61","0.08406"
"103.00","6.87","30.62","0.08484"
"103.50","6.90","30.64","0.08561"
"104.00","6.93","30.65","0.08641"
"104.50","6.97","30.66","0.08720"
"105.00","7.00","30.67","0.08798"
"105.50","7.03","30.68","0.08879"
"106.00","7.07","30.69","0.08958"
"106.50","7.10","30.70","0.09039"
"107.00","7.13","30.72","0.09120"
"107.50","7.17","30.72","0.09201"
"108.00","7.20","30.74","0.09282"
"108.50","7.23","30.74","0.09364"
"109.00","7.27","30.75","0.09446"
"109.50","7.30","30.76","0.09529"
"110.00","7.33","30.77","0.09611"
"110.50","7.37","30.78","0.09696"
"111.00","7.40","30.78","0.09779"
"111.50","7.43","30.78","0.09863"
"112.00","7.47","30.79","0.09947"
"112.50","7.50","30.80","0.1003"
"113.00","7.53","30.80","0.1012"
"113.50","7.57","30.81","0.1020"
"114.00","7.60","30.82","0.1029"
"114.50","7.63","30.82","0.1038"
"115.00","7.67","30.82","0.1046"
"115.50","7.70","30.82","0.1055"
"116.00","7.73","30.82","0.1064"
"116.50","7.77","30.83","0.1073"
"117.00","7.80","30.83","0.1082"
"117.50","7.83","30.83","0.1091"
"118.00","7.87","30.83","0.1100"
"118.50","7.90","30.83","0.1109"
"119.00","7.93","30.83","0.1118"
"119.50","7.97","30.83","0.1127"
"120.00","8.00","30.83","0.1136"
"120.50","8.03","30.83","0.1145"
"121.00","8.07","30.83","0.1155"
"121.50","8.10","30.83","0.1164"
"122.00","8.13","30.83","0.1174"
"122.50","8.17","30.83","0.1183"
"123.00","8.20","30.82","0.1193"
"123.50","8.23","30.82","0.1202"
"124.00","8.27","30.82","0.1212"
"124.50","8.30","30.81","0.1222"
"125.00","8.33","30.81","0.1231"
"125.50","8.37","30.81","0.1241"
"126.00","8.40","30.80","0.1251"
"126.50","8.43","30.80","0.1261"
"127.00","8.47","30.79","0.1271"
"127.50","8.50","30.78","0.1282"
"128.00","8.53","30.78","0.1292"
"128.50","8.57","30.77","0.1302"
"129.00","8.60","30.76","0.1313"
"129.50","8.63","30.75","0.1323"
"130.00","8.67","30.74","0.1334"
"130.50","8.70","30.73","0.1344"
"131.00","8.73","30.72","0.1355"
"131.50","8.77","30.71","0.1366"
"132.00","8.80","30.70","0.1377"
"132.50","8.83","30.69","0.1388"
"133.00","8.87","30.67","0.1399"
"133.50","8.90","30.66","0.1410"
"134.00","8.93","30.65","0.1422"
"134.50","8.97","30.63","0.1433"
"135.00","9.00","30.62","0.1444"
"135.50","9.03","30.60","0.1456"
"136.00","9.07","30.58","0.1468"
"136.50","9.10","30.56","0.1479"
"137.00","9.13","30.54","0.1491"
"137.50","9.17","30.53","0.1503"
"138.00","9.20","30.51","0.1515"
"138.50","9.23","30.48","0.1528"
"139.00","9.27","30.44","0.1540"
"139.50","9.30","30.42","0.1553"
"140.00","9.33","30.39","0.1565"
"140.50","9.37","30.37","0.1578"
"141.00","9.40","30.34","0.1590"
"141.50","9.43","30.31","0.1603"
"142.00","9.47","30.27","0.1616"
"142.50","9.50","30.23","0.1629"
"143.00","9.53","30.20","0.1642"
"143.50","9.57","30.15","0.1655"
"144.00","9.60","30.11","0.1668"
"144.50","9.63","30.08","0.1681"
"145.00","9.67","30.03","0.1694"
"145.50","9.70","29.99","0.1707"
"146.00","9.73","29.94","0.1720"
"146.50","9.77","29.90","0.1734"
"147.00","9.80","29.83","0.1747"
"147.50","9.83","29.79","0.1760"
"148.00","9.87","29.74","0.1774"
"148.50","9.90","29.69","0.1787"
"149.00","9.93","29.62","0.1800"
"149.50","9.97","29.56","0.1814"
"150.00","10.00","29.50","0.1827"
"150.50","10.03","29.44","0.1841"
"151.00","10.07","29.39","0.1854"
"151.50","10.10","29.30","0.1867"
"152.00","10.13","29.25","0.1881"
"152.50","10.17","29.17","0.1894"
"153.00","10.20","29.11","0.1908"
"153.50","10.23","29.03","0.1922"
"154.00","10.27","28.97","0.1935"
"154.50","10.30","28.88","0.1948"
"155.00","10.33","28.82","0.1962"
"155.50","10.37","28.73","0.1976"
"156.00","10.40","28.66","0.1989"
"156.50","10.43","28.57","0.2003"
"157.00","10.47","28.49","0.2017"
"157.50","10.50","28.40","0.2030"
"158.00","10.53","28.32","0.2044"
"158.50","10.57","28.23","0.2058"
"159.00","10.60","28.14","0.2071"
"159.50","10.63","28.05","0.2085"
"160.00","10.67","27.95","0.2099"
"160.50","10.70","27.86","0.2113"
"161.00","10.73","27.75","0.2127"
"161.50","10.77","27.65","0.2140"
"162.00","10.80","27.56","0.2154"
"162.50","10.83","27.45","0.2168"
"163.00","10.87","27.34","0.2182"
"163.50","10.90","27.24","0.2196"
"164.00","10.93","27.14","0.2210"
"164.50","10.97","27.03","0.2224"
"165.00","11.00","26.92","0.2238"
"165.50","11.03","26.80","0.2252"
"166.00","11.07","26.68","0.2266"
"166.50","11.10","26.56","0.2280"
"167.00","11.13","26.43","0.2294"
"167.50","11.17","26.31","0.2308"
"168.00","11.20","26.19","0.2322"
"168.50","11.23","26.05","0.2337"
"169.00","11.27","25.91","0.2351"
"169.50","11.30","25.78","0.2365"
"170.00","11.33","25.63","0.2379"
"170.50","11.37","25.48","0.2393"
"171.00","11.40","25.35","0.2408"
"171.50","11.43","25.18","0.2422"
"172.00","11.47","25.03","0.2437"
"172.50","11.50","24.86","0.2451"
"173.00","11.53","24.67","0.2466"
"173.41","11.56","13.75","0.2565"

