System ID,,"4483C1713"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"N02D2024"
Last test date,,"9/14/2026"
Last test time,,"5:17:45 PM"
Course,,"NPRE 432"
Lab Section Number,,"02"
Group,,"D"
Material,,"Aluminum 2024"
Heat Treatment,,"N/A"
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.15"
Grip Diameter,(mm),"12.68"
Rockwell Hardness,,"73.2"
Rockwell Scale,,"HRB"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"6.01"
Fracture Notes and Location,,"cup and cone fracture"
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"19.55"
Maximum Strain,(%),"21.51"

Time,Displacement,Force,Strain 1
"122.00","8.13","19.29","0.1181"
"122.50","8.17","19.31","0.1185"
"123.00","8.20","19.34","0.1190"
"123.50","8.23","19.36","0.1195"
"124.00","8.27","19.40","0.1199"
"124.50","8.30","19.43","0.1204"
"125.00","8.33","19.45","0.1209"
"125.50","8.37","19.45","0.1215"
"126.00","8.40","19.45","0.1220"
"126.50","8.43","19.45","0.1226"
"127.00","8.47","19.45","0.1232"
"127.50","8.50","19.46","0.1238"
"128.00","8.53","19.46","0.1244"
"128.50","8.57","19.46","0.1251"
"129.00","8.60","19.45","0.1259"
"129.50","8.63","19.42","0.1267"
"130.00","8.67","19.41","0.1277"
"130.50","8.70","19.37","0.1287"
"131.00","8.73","19.35","0.1298"
"131.50","8.77","19.35","0.1309"
"132.00","8.80","19.36","0.1320"
"132.50","8.83","19.36","0.1331"
"133.00","8.87","19.36","0.1342"
"133.50","8.90","19.36","0.1354"
"134.00","8.93","19.36","0.1366"
"134.50","8.97","19.37","0.1377"
"135.00","9.00","19.37","0.1389"
"135.50","9.03","19.38","0.1401"
"136.00","9.07","19.39","0.1412"
"136.50","9.10","19.40","0.1424"
"137.00","9.13","19.41","0.1435"
"137.50","9.17","19.42","0.1445"
"138.00","9.20","19.42","0.1456"
"138.50","9.23","19.42","0.1465"
"139.00","9.27","19.43","0.1475"
"139.50","9.30","19.43","0.1483"
"140.00","9.33","19.44","0.1491"
"140.50","9.37","19.45","0.1498"
"141.00","9.40","19.46","0.1505"
"141.50","9.43","19.47","0.1511"
"142.00","9.47","19.48","0.1516"
"142.50","9.50","19.49","0.1521"
"143.00","9.53","19.50","0.1526"
"143.50","9.57","19.51","0.1531"
"144.00","9.60","19.51","0.1536"
"144.50","9.63","19.52","0.1540"
"145.00","9.67","19.53","0.1545"
"145.50","9.70","19.54","0.1550"
"146.00","9.73","19.54","0.1554"
"146.50","9.77","19.55","0.1559"
"147.00","9.80","19.55","0.1564"
"147.50","9.83","19.55","0.1570"
"148.00","9.87","19.55","0.1576"
"148.50","9.90","19.54","0.1582"
"149.00","9.93","19.53","0.1590"
"149.50","9.97","19.51","0.1598"
"150.00","10.00","19.51","0.1607"
"150.50","10.03","19.50","0.1616"
"151.00","10.07","19.48","0.1626"
"151.50","10.10","19.48","0.1637"
"152.00","10.13","19.47","0.1647"
"152.50","10.17","19.46","0.1659"
"153.00","10.20","19.45","0.1670"
"153.50","10.23","19.44","0.1682"
"154.00","10.27","19.42","0.1693"
"154.50","10.30","19.42","0.1705"
"155.00","10.33","19.41","0.1717"
"155.50","10.37","19.40","0.1730"
"156.00","10.40","19.38","0.1742"
"156.50","10.43","19.37","0.1754"
"157.00","10.47","19.36","0.1767"
"157.50","10.50","19.34","0.1779"
"158.00","10.53","19.31","0.1792"
"158.50","10.57","19.29","0.1804"
"159.00","10.60","19.27","0.1817"
"159.50","10.63","19.25","0.1830"
"160.00","10.67","19.23","0.1842"
"160.50","10.70","19.20","0.1855"
"161.00","10.73","19.17","0.1868"
"161.50","10.77","19.13","0.1881"
"162.00","10.80","19.09","0.1894"
"162.50","10.83","19.06","0.1907"
"163.00","10.87","19.02","0.1920"
"163.50","10.90","18.98","0.1933"
"164.00","10.93","18.93","0.1946"
"164.50","10.97","18.89","0.1960"
"165.00","11.00","18.84","0.1973"
"165.50","11.03","18.78","0.1986"
"166.00","11.07","18.73","0.2000"
"166.50","11.10","18.66","0.2013"
"167.00","11.13","18.60","0.2027"
"167.50","11.17","18.52","0.2041"
"168.00","11.20","18.43","0.2055"
"168.11","11.21","10.42","0.2151"

