System ID,,"4483C1713"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"N02D1018"
Last test date,,"9/14/2026"
Last test time,,"5:31:06 PM"
Course,,"NPRE 432"
Lab Section Number,,"02"
Group,,"D"
Material,,"Steel 1018"
Heat Treatment,,"N/A"
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.14"
Grip Diameter,(mm),"12.68"
Rockwell Hardness,,"99.8"
Rockwell Scale,,"HRB"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"3.57"
Fracture Notes and Location,,"Different material than named on file. Labeled as Steel 1018 with no treatment, the sample is ACTUALLY 304SS with no treatment"
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"28.09"
Maximum Strain,(%),"54.60"

Time,Displacement,Force,Strain 1
"19.50","1.49","13.79","0.002508"
"20.00","1.52","14.08","0.002598"
"20.50","1.55","14.36","0.002698"
"21.00","1.59","14.65","0.002793"
"21.50","1.62","14.94","0.002899"
"22.00","1.65","15.24","0.002985"
"22.50","1.69","15.54","0.003112"
"23.00","1.72","15.82","0.003218"
"23.50","1.75","16.11","0.003341"
"24.00","1.79","16.40","0.003456"
"24.50","1.82","16.70","0.003587"
"25.00","1.85","16.98","0.003711"
"25.50","1.89","17.26","0.003852"
"26.00","1.92","17.55","0.004007"
"26.50","1.95","17.83","0.004130"
"27.00","1.99","18.11","0.004323"
"27.50","2.02","18.38","0.004452"
"28.00","2.05","18.66","0.004632"
"28.50","2.09","18.93","0.004815"
"29.00","2.12","19.20","0.004993"
"29.50","2.15","19.47","0.005182"
"30.00","2.19","19.72","0.005369"
"30.50","2.22","19.99","0.005584"
"31.00","2.25","20.24","0.005811"
"31.50","2.29","20.49","0.006018"
"32.00","2.32","20.74","0.006266"
"32.50","2.35","20.97","0.006519"
"33.00","2.39","21.21","0.006775"
"33.50","2.42","21.44","0.007047"
"34.00","2.45","21.67","0.007342"
"34.50","2.49","21.88","0.007651"
"35.00","2.52","22.10","0.007968"
"35.50","2.55","22.29","0.008312"
"36.00","2.59","22.47","0.008673"
"36.50","2.62","22.65","0.009056"
"37.00","2.65","22.83","0.009446"
"37.50","2.69","22.99","0.009873"
"38.00","2.72","23.14","0.01034"
"38.50","2.75","23.26","0.01081"
"39.00","2.79","23.39","0.01131"
"39.50","2.82","23.51","0.01187"
"40.00","2.85","23.62","0.01243"
"40.50","2.89","23.70","0.01302"
"41.00","2.92","23.79","0.01366"
"41.50","2.95","23.86","0.01432"
"42.00","2.99","23.93","0.01501"
"42.50","3.02","23.98","0.01570"
"43.00","3.05","24.03","0.01641"
"43.50","3.09","24.09","0.01716"
"44.00","3.12","24.14","0.01790"
"44.50","3.15","24.17","0.01867"
"45.00","3.19","24.21","0.01944"
"45.50","3.22","24.26","0.02022"
"46.00","3.25","24.28","0.02101"
"46.50","3.29","24.32","0.02182"
"47.00","3.32","24.35","0.02262"
"47.50","3.35","24.39","0.02343"
"48.00","3.39","24.42","0.02423"
"48.50","3.42","24.45","0.02505"
"49.00","3.45","24.48","0.02585"
"49.50","3.49","24.50","0.02666"
"50.00","3.52","24.53","0.02749"
"50.50","3.55","24.56","0.02831"
"51.00","3.59","24.59","0.02913"
"51.50","3.62","24.60","0.02994"
"52.00","3.65","24.62","0.03077"
"52.50","3.69","24.66","0.03159"
"53.00","3.72","24.69","0.03241"
"53.50","3.75","24.71","0.03325"
"54.00","3.79","24.73","0.03407"
"54.50","3.82","24.75","0.03489"
"55.00","3.85","24.78","0.03572"
"55.50","3.89","24.80","0.03655"
"56.00","3.92","24.81","0.03737"
"56.50","3.95","24.84","0.03819"
"57.00","3.99","24.87","0.03901"
"57.50","4.02","24.89","0.03983"
"58.00","4.05","24.90","0.04065"
"58.50","4.09","24.91","0.04147"
"59.00","4.12","24.94","0.04228"
"59.50","4.15","24.98","0.04311"
"60.00","4.19","25.00","0.04393"
"60.50","4.22","25.01","0.04474"
"61.00","4.25","25.03","0.04555"
"61.50","4.29","25.05","0.04636"
"62.00","4.32","25.07","0.04718"
"62.50","4.35","25.09","0.04799"
"63.00","4.39","25.11","0.04881"
"63.50","4.42","25.12","0.04962"
"64.00","4.45","25.14","0.05044"
"64.50","4.49","25.17","0.05125"
"65.00","4.52","25.19","0.05205"
"65.50","4.55","25.20","0.05287"
"66.00","4.59","25.22","0.05368"
"66.50","4.62","25.24","0.05450"
"67.00","4.65","25.26","0.05530"
"67.50","4.69","25.29","0.05612"
"68.00","4.72","25.31","0.05693"
"68.50","4.75","25.32","0.05774"
"69.00","4.79","25.33","0.05855"
"69.50","4.82","25.35","0.05935"
"70.00","4.85","25.37","0.06017"
"70.50","4.89","25.39","0.06099"
"71.00","4.92","25.41","0.06179"
"71.50","4.95","25.42","0.06260"
"72.00","4.99","25.43","0.06341"
"72.50","5.02","25.45","0.06421"
"73.00","5.05","25.48","0.06502"
"73.50","5.09","25.50","0.06582"
"74.00","5.12","25.51","0.06663"
"74.50","5.15","25.52","0.06744"
"75.00","5.19","25.53","0.06824"
"75.50","5.22","25.55","0.06905"
"76.00","5.25","25.58","0.06985"
"76.50","5.29","25.60","0.07065"
"77.00","5.32","25.61","0.07145"
"77.50","5.35","25.63","0.07226"
"78.00","5.39","25.64","0.07307"
"78.50","5.42","25.65","0.07386"
"79.00","5.45","25.67","0.07467"
"79.50","5.49","25.69","0.07547"
"80.00","5.52","25.71","0.07628"
"80.50","5.55","25.72","0.07707"
"81.00","5.59","25.73","0.07788"
"81.50","5.62","25.74","0.07867"
"82.00","5.65","25.76","0.07948"
"82.50","5.69","25.77","0.08027"
"83.00","5.72","25.80","0.08108"
"83.50","5.75","25.82","0.08187"
"84.00","5.79","25.83","0.08267"
"84.50","5.82","25.84","0.08347"
"85.00","5.85","25.85","0.08427"
"85.50","5.89","25.86","0.08508"
"86.00","5.92","25.88","0.08587"
"86.50","5.95","25.90","0.08667"
"87.00","5.99","25.92","0.08747"
"87.50","6.02","25.93","0.08826"
"88.00","6.05","25.94","0.08906"
"88.50","6.09","25.96","0.08985"
"89.00","6.12","25.97","0.09065"
"89.50","6.15","25.99","0.09145"
"90.00","6.19","26.00","0.09225"
"90.50","6.22","26.02","0.09304"
"91.00","6.25","26.03","0.09384"
"91.50","6.29","26.04","0.09463"
"92.00","6.32","26.05","0.09543"
"92.50","6.35","26.08","0.09622"
"93.00","6.39","26.09","0.09703"
"93.50","6.42","26.11","0.09783"
"94.00","6.45","26.12","0.09862"
"94.50","6.49","26.13","0.09942"
"95.00","6.52","26.14","0.1002"
"95.50","6.55","26.14","0.1010"
"96.00","6.59","26.16","0.1018"
"96.50","6.62","26.17","0.1026"
"97.00","6.65","26.19","0.1034"
"97.50","6.69","26.22","0.1042"
"98.00","6.72","26.23","0.1050"
"98.50","6.75","26.24","0.1058"
"99.00","6.79","26.25","0.1066"
"99.50","6.82","26.26","0.1074"
"100.00","6.85","26.27","0.1082"
"100.50","6.89","26.28","0.1090"
"101.00","6.92","26.30","0.1098"
"101.50","6.95","26.31","0.1106"
"102.00","6.99","26.33","0.1114"
"102.50","7.02","26.34","0.1122"
"103.00","7.05","26.35","0.1130"
"103.50","7.09","26.36","0.1138"
"104.00","7.12","26.36","0.1146"
"104.50","7.15","26.39","0.1153"
"105.00","7.19","26.40","0.1162"
"105.50","7.22","26.41","0.1170"
"106.00","7.25","26.43","0.1178"
"106.50","7.29","26.43","0.1185"
"107.00","7.32","26.44","0.1193"
"107.50","7.35","26.45","0.1201"
"108.00","7.39","26.46","0.1209"
"108.50","7.42","26.48","0.1217"
"109.00","7.45","26.49","0.1225"
"109.50","7.49","26.51","0.1233"
"110.00","7.52","26.53","0.1241"
"110.50","7.55","26.54","0.1249"
"111.00","7.59","26.55","0.1257"
"111.50","7.62","26.56","0.1265"
"112.00","7.65","26.56","0.1273"
"112.50","7.69","26.57","0.1282"
"113.00","7.72","26.59","0.1290"
"113.50","7.75","26.59","0.1297"
"114.00","7.79","26.61","0.1305"
"114.50","7.82","26.63","0.1313"
"115.00","7.85","26.64","0.1321"
"115.50","7.89","26.65","0.1329"
"116.00","7.92","26.66","0.1338"
"116.50","7.95","26.67","0.1346"
"117.00","7.99","26.68","0.1354"
"117.50","8.02","26.69","0.1362"
"118.00","8.05","26.70","0.1370"
"118.50","8.09","26.71","0.1378"
"119.00","8.12","26.72","0.1386"
"119.50","8.15","26.73","0.1394"
"120.00","8.19","26.74","0.1402"
"120.50","8.22","26.75","0.1410"
"121.00","8.25","26.76","0.1418"
"121.50","8.29","26.76","0.1426"
"122.00","8.32","26.77","0.1434"
"122.50","8.35","26.79","0.1442"
"123.00","8.39","26.81","0.1450"
"123.50","8.42","26.82","0.1458"
"124.00","8.45","26.83","0.1466"
"124.50","8.49","26.84","0.1474"
"125.00","8.52","26.85","0.1482"
"125.50","8.55","26.86","0.1490"
"126.00","8.59","26.86","0.1498"
"126.50","8.62","26.87","0.1506"
"127.00","8.65","26.88","0.1514"
"127.50","8.69","26.90","0.1522"
"128.00","8.72","26.90","0.1530"
"128.50","8.75","26.92","0.1539"
"129.00","8.79","26.93","0.1547"
"129.50","8.82","26.94","0.1555"
"130.00","8.85","26.96","0.1563"
"130.50","8.89","26.96","0.1571"
"131.00","8.92","26.97","0.1579"
"131.50","8.95","26.97","0.1587"
"132.00","8.99","26.98","0.1595"
"132.50","9.02","26.99","0.1603"
"133.00","9.05","27.00","0.1612"
"133.50","9.09","27.01","0.1620"
"134.00","9.12","27.02","0.1628"
"134.50","9.15","27.03","0.1636"
"135.00","9.19","27.04","0.1644"
"135.50","9.22","27.06","0.1652"
"136.00","9.25","27.07","0.1660"
"136.50","9.29","27.07","0.1668"
"137.00","9.32","27.08","0.1677"
"137.50","9.35","27.08","0.1685"
"138.00","9.39","27.09","0.1693"
"138.50","9.42","27.11","0.1701"
"139.00","9.45","27.12","0.1709"
"139.50","9.49","27.12","0.1717"
"140.00","9.52","27.13","0.1726"
"140.50","9.55","27.14","0.1734"
"141.00","9.59","27.15","0.1742"
"141.50","9.62","27.16","0.1750"
"142.00","9.65","27.17","0.1758"
"142.50","9.69","27.17","0.1766"
"143.00","9.72","27.18","0.1775"
"143.50","9.75","27.19","0.1783"
"144.00","9.79","27.20","0.1791"
"144.50","9.82","27.21","0.1799"
"145.00","9.85","27.22","0.1807"
"145.50","9.89","27.23","0.1816"
"146.00","9.92","27.24","0.1824"
"146.50","9.95","27.24","0.1832"
"147.00","9.99","27.25","0.1840"
"147.50","10.02","27.26","0.1848"
"148.00","10.05","27.27","0.1857"
"148.50","10.09","27.27","0.1865"
"149.00","10.12","27.27","0.1873"
"149.50","10.15","27.28","0.1881"
"150.00","10.19","27.29","0.1890"
"150.50","10.22","27.29","0.1898"
"151.00","10.25","27.31","0.1906"
"151.50","10.29","27.31","0.1914"
"152.00","10.32","27.32","0.1922"
"152.50","10.35","27.34","0.1931"
"153.00","10.39","27.34","0.1939"
"153.50","10.42","27.36","0.1947"
"154.00","10.45","27.37","0.1955"
"154.50","10.49","27.38","0.1964"
"155.00","10.52","27.38","0.1972"
"155.50","10.55","27.38","0.1980"
"156.00","10.59","27.38","0.1988"
"156.50","10.62","27.39","0.1997"
"157.00","10.65","27.40","0.2005"
"157.50","10.69","27.40","0.2013"
"158.00","10.72","27.41","0.2022"
"158.50","10.75","27.42","0.2030"
"159.00","10.79","27.43","0.2038"
"159.50","10.82","27.44","0.2046"
"160.00","10.85","27.45","0.2055"
"160.50","10.89","27.46","0.2063"
"161.00","10.92","27.47","0.2071"
"161.50","10.95","27.48","0.2079"
"162.00","10.99","27.48","0.2088"
"162.50","11.02","27.48","0.2096"
"163.00","11.05","27.49","0.2104"
"163.50","11.09","27.49","0.2113"
"164.00","11.12","27.50","0.2121"
"164.50","11.15","27.51","0.2129"
"165.00","11.19","27.51","0.2138"
"165.50","11.22","27.52","0.2146"
"166.00","11.25","27.53","0.2155"
"166.50","11.29","27.53","0.2163"
"167.00","11.32","27.54","0.2171"
"167.50","11.35","27.54","0.2180"
"168.00","11.39","27.55","0.2188"
"168.50","11.42","27.56","0.2197"
"169.00","11.45","27.57","0.2205"
"169.50","11.49","27.57","0.2213"
"170.00","11.52","27.58","0.2222"
"170.50","11.55","27.58","0.2230"
"171.00","11.59","27.59","0.2239"
"171.50","11.62","27.59","0.2247"
"172.00","11.65","27.59","0.2255"
"172.50","11.69","27.60","0.2264"
"173.00","11.72","27.61","0.2272"
"173.50","11.75","27.62","0.2281"
"174.00","11.79","27.63","0.2289"
"174.50","11.82","27.64","0.2298"
"175.00","11.85","27.65","0.2306"
"175.50","11.89","27.65","0.2315"
"176.00","11.92","27.66","0.2323"
"176.50","11.95","27.67","0.2332"
"177.00","11.99","27.68","0.2340"
"177.50","12.02","27.68","0.2349"
"178.00","12.05","27.68","0.2357"
"178.50","12.09","27.68","0.2366"
"179.00","12.12","27.68","0.2374"
"179.50","12.15","27.69","0.2383"
"180.00","12.19","27.69","0.2391"
"180.50","12.22","27.70","0.2400"
"181.00","12.25","27.70","0.2408"
"181.50","12.29","27.69","0.2416"
"182.00","12.32","27.72","0.2425"
"182.50","12.35","27.73","0.2434"
"183.00","12.39","27.74","0.2442"
"183.50","12.42","27.74","0.2451"
"184.00","12.45","27.75","0.2459"
"184.50","12.49","27.76","0.2468"
"185.00","12.52","27.76","0.2477"
"185.50","12.55","27.77","0.2485"
"186.00","12.59","27.78","0.2494"
"186.50","12.62","27.78","0.2503"
"187.00","12.65","27.79","0.2511"
"187.50","12.69","27.79","0.2520"
"188.00","12.72","27.79","0.2529"
"188.50","12.75","27.80","0.2537"
"189.00","12.79","27.80","0.2546"
"189.50","12.82","27.80","0.2555"
"190.00","12.85","27.80","0.2563"
"190.50","12.89","27.81","0.2572"
"191.00","12.92","27.81","0.2581"
"191.50","12.95","27.82","0.2590"
"192.00","12.99","27.82","0.2598"
"192.50","13.02","27.83","0.2607"
"193.00","13.05","27.83","0.2616"
"193.50","13.09","27.84","0.2625"
"194.00","13.12","27.84","0.2633"
"194.50","13.15","27.85","0.2642"
"195.00","13.19","27.85","0.2651"
"195.50","13.22","27.87","0.2660"
"196.00","13.25","27.87","0.2669"
"196.50","13.29","27.87","0.2677"
"197.00","13.32","27.88","0.2686"
"197.50","13.35","27.88","0.2695"
"198.00","13.39","27.89","0.2704"
"198.50","13.42","27.89","0.2713"
"199.00","13.45","27.89","0.2722"
"199.50","13.49","27.89","0.2731"
"200.00","13.52","27.90","0.2740"
"200.50","13.55","27.90","0.2749"
"201.00","13.59","27.91","0.2757"
"201.50","13.62","27.91","0.2766"
"202.00","13.65","27.91","0.2775"
"202.50","13.69","27.92","0.2784"
"203.00","13.72","27.92","0.2793"
"203.50","13.75","27.92","0.2802"
"204.00","13.79","27.93","0.2811"
"204.50","13.82","27.93","0.2820"
"205.00","13.85","27.94","0.2829"
"205.50","13.89","27.94","0.2838"
"206.00","13.92","27.94","0.2847"
"206.50","13.95","27.95","0.2856"
"207.00","13.99","27.95","0.2865"
"207.50","14.02","27.95","0.2875"
"208.00","14.05","27.95","0.2884"
"208.50","14.09","27.96","0.2893"
"209.00","14.12","27.97","0.2902"
"209.50","14.15","27.97","0.2911"
"210.00","14.19","27.97","0.2920"
"210.50","14.22","27.97","0.2929"
"211.00","14.25","27.98","0.2938"
"211.50","14.29","27.98","0.2948"
"212.00","14.32","27.98","0.2957"
"212.50","14.35","27.99","0.2966"
"213.00","14.39","27.99","0.2975"
"213.50","14.42","27.99","0.2984"
"214.00","14.45","27.99","0.2994"
"214.50","14.49","27.99","0.3003"
"215.00","14.52","28.00","0.3012"
"215.50","14.55","28.00","0.3022"
"216.00","14.59","28.00","0.3031"
"216.50","14.62","28.01","0.3040"
"217.00","14.65","28.00","0.3050"
"217.50","14.69","28.01","0.3059"
"218.00","14.72","28.01","0.3068"
"218.50","14.75","28.02","0.3078"
"219.00","14.79","28.02","0.3087"
"219.50","14.82","28.02","0.3096"
"220.00","14.85","28.02","0.3106"
"220.50","14.89","28.03","0.3115"
"221.00","14.92","28.04","0.3125"
"221.50","14.95","28.03","0.3134"
"222.00","14.99","28.04","0.3143"
"222.50","15.02","28.04","0.3153"
"223.00","15.05","28.04","0.3162"
"223.50","15.09","28.05","0.3172"
"224.00","15.12","28.05","0.3181"
"224.50","15.15","28.05","0.3191"
"225.00","15.19","28.06","0.3200"
"225.50","15.22","28.06","0.3210"
"226.00","15.25","28.06","0.3220"
"226.50","15.29","28.06","0.3229"
"227.00","15.32","28.07","0.3239"
"227.50","15.35","28.06","0.3248"
"228.00","15.39","28.07","0.3258"
"228.50","15.42","28.07","0.3268"
"229.00","15.45","28.06","0.3277"
"229.50","15.49","28.07","0.3287"
"230.00","15.52","28.08","0.3296"
"230.50","15.55","28.07","0.3306"
"231.00","15.59","28.08","0.3316"
"231.50","15.62","28.08","0.3326"
"232.00","15.65","28.08","0.3335"
"232.50","15.69","28.08","0.3345"
"233.00","15.72","28.08","0.3355"
"233.50","15.75","28.08","0.3365"
"234.00","15.79","28.08","0.3375"
"234.50","15.82","28.08","0.3385"
"235.00","15.85","28.08","0.3395"
"235.50","15.89","28.09","0.3405"
"236.00","15.92","28.09","0.3415"
"236.50","15.95","28.09","0.3425"
"237.00","15.99","28.09","0.3435"
"237.50","16.02","28.09","0.3445"
"238.00","16.05","28.09","0.3455"
"238.50","16.09","28.09","0.3465"
"239.00","16.12","28.09","0.3475"
"239.50","16.15","28.09","0.3486"
"240.00","16.19","28.09","0.3496"
"240.50","16.22","28.09","0.3506"
"241.00","16.25","28.09","0.3517"
"241.50","16.29","28.09","0.3527"
"242.00","16.32","28.09","0.3537"
"242.50","16.35","28.09","0.3548"
"243.00","16.39","28.09","0.3558"
"243.50","16.42","28.09","0.3569"
"244.00","16.45","28.09","0.3579"
"244.50","16.49","28.09","0.3589"
"245.00","16.52","28.09","0.3600"
"245.50","16.55","28.09","0.3610"
"246.00","16.59","28.09","0.3621"
"246.50","16.62","28.09","0.3632"
"247.00","16.65","28.08","0.3642"
"247.50","16.69","28.08","0.3653"
"248.00","16.72","28.08","0.3664"
"248.50","16.75","28.08","0.3675"
"249.00","16.79","28.08","0.3685"
"249.50","16.82","28.07","0.3696"
"250.00","16.85","28.07","0.3707"
"250.50","16.89","28.07","0.3718"
"251.00","16.92","28.06","0.3729"
"251.50","16.95","28.06","0.3740"
"252.00","16.99","28.06","0.3751"
"252.50","17.02","28.05","0.3762"
"253.00","17.05","28.05","0.3773"
"253.50","17.09","28.04","0.3784"
"254.00","17.12","28.04","0.3795"
"254.50","17.15","28.03","0.3807"
"255.00","17.19","28.03","0.3818"
"255.50","17.22","28.02","0.3829"
"256.00","17.25","28.02","0.3840"
"256.50","17.29","28.01","0.3852"
"257.00","17.32","28.01","0.3863"
"257.50","17.35","28.00","0.3875"
"258.00","17.39","28.00","0.3886"
"258.50","17.42","28.00","0.3898"
"259.00","17.45","27.99","0.3909"
"259.50","17.49","27.99","0.3921"
"260.00","17.52","27.99","0.3933"
"260.50","17.55","27.98","0.3945"
"261.00","17.59","27.98","0.3956"
"261.50","17.62","27.96","0.3968"
"262.00","17.65","27.96","0.3980"
"262.50","17.69","27.95","0.3992"
"263.00","17.72","27.94","0.4004"
"263.50","17.75","27.93","0.4016"
"264.00","17.79","27.92","0.4028"
"264.50","17.82","27.91","0.4040"
"265.00","17.85","27.90","0.4052"
"265.50","17.89","27.89","0.4064"
"266.00","17.92","27.88","0.4077"
"266.50","17.95","27.87","0.4089"
"267.00","17.99","27.85","0.4101"
"267.50","18.02","27.83","0.4114"
"268.00","18.05","27.82","0.4126"
"268.50","18.09","27.81","0.4139"
"269.00","18.12","27.80","0.4151"
"269.50","18.15","27.79","0.4164"
"270.00","18.19","27.76","0.4176"
"270.50","18.22","27.74","0.4189"
"271.00","18.25","27.71","0.4201"
"271.50","18.29","27.69","0.4214"
"272.00","18.32","27.68","0.4227"
"272.50","18.35","27.66","0.4240"
"273.00","18.39","27.62","0.4253"
"273.50","18.42","27.59","0.4265"
"274.00","18.45","27.58","0.4278"
"274.50","18.49","27.55","0.4291"
"275.00","18.52","27.52","0.4304"
"275.50","18.55","27.49","0.4317"
"276.00","18.59","27.46","0.4330"
"276.50","18.62","27.42","0.4343"
"277.00","18.65","27.39","0.4356"
"277.50","18.69","27.37","0.4369"
"278.00","18.72","27.32","0.4382"
"278.50","18.75","27.27","0.4395"
"279.00","18.79","27.25","0.4409"
"279.50","18.82","27.20","0.4422"
"280.00","18.85","27.16","0.4435"
"280.50","18.89","27.12","0.4448"
"281.00","18.92","27.07","0.4462"
"281.50","18.95","27.02","0.4475"
"282.00","18.99","26.97","0.4488"
"282.50","19.02","26.92","0.4502"
"283.00","19.05","26.86","0.4515"
"283.50","19.09","26.82","0.4528"
"284.00","19.12","26.75","0.4542"
"284.50","19.15","26.69","0.4555"
"285.00","19.19","26.65","0.4569"
"285.50","19.22","26.57","0.4582"
"286.00","19.25","26.51","0.4596"
"286.50","19.29","26.44","0.4609"
"287.00","19.32","26.37","0.4623"
"287.50","19.35","26.30","0.4636"
"288.00","19.39","26.24","0.4650"
"288.50","19.42","26.14","0.4664"
"289.00","19.45","26.07","0.4677"
"289.50","19.49","25.99","0.4691"
"290.00","19.52","25.91","0.4705"
"290.50","19.55","25.83","0.4718"
"291.00","19.59","25.73","0.4732"
"291.50","19.62","25.64","0.4746"
"292.00","19.65","25.55","0.4760"
"292.50","19.69","25.45","0.4773"
"293.00","19.72","25.36","0.4787"
"293.50","19.75","25.26","0.4801"
"294.00","19.79","25.15","0.4815"
"294.50","19.82","25.04","0.4829"
"295.00","19.85","24.93","0.4843"
"295.50","19.89","24.82","0.4857"
"296.00","19.92","24.71","0.4871"
"296.50","19.95","24.59","0.4885"
"297.00","19.99","24.47","0.4899"
"297.50","20.02","24.34","0.4913"
"298.00","20.05","24.21","0.4928"
"298.50","20.09","24.08","0.4942"
"299.00","20.12","23.96","0.4956"
"299.50","20.15","23.81","0.4970"
"300.00","20.19","23.67","0.4985"
"300.50","20.22","23.52","0.4999"
"301.00","20.25","23.37","0.5014"
"301.50","20.29","23.22","0.5028"
"302.00","20.32","23.06","0.5043"
"302.50","20.35","22.91","0.5057"
"303.00","20.39","22.74","0.5072"
"303.50","20.42","22.57","0.5087"
"304.00","20.45","22.39","0.5101"
"304.50","20.49","22.22","0.5116"
"305.00","20.52","22.02","0.5131"
"305.50","20.55","21.83","0.5146"
"306.00","20.59","21.66","0.5161"
"306.50","20.62","21.46","0.5176"
"307.00","20.65","21.25","0.5191"
"307.50","20.69","21.05","0.5206"
"308.00","20.72","20.83","0.5221"
"308.50","20.75","20.61","0.5237"
"309.00","20.79","20.38","0.5252"
"309.50","20.82","20.15","0.5268"
"310.00","20.85","19.92","0.5283"
"310.50","20.89","19.69","0.5299"
"311.00","20.92","19.44","0.5314"
"311.50","20.95","19.19","0.5330"
"312.00","20.99","18.92","0.5346"
"312.50","21.02","18.65","0.5362"
"313.00","21.05","18.38","0.5378"
"313.50","21.09","18.10","0.5394"
"314.00","21.12","17.81","0.5410"
"314.50","21.15","17.51","0.5427"
"315.00","21.19","17.19","0.5443"
"315.50","21.22","16.82","0.5460"
"315.63","21.23","9.810","0.5442"

