System ID,,"4483C11306J"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"N02C1045CR"
Last test date,,"9/14/2026"
Last test time,,"5:05:54 PM"
Course,,"N"
Lab Section Number,,"02"
Group,,"C"
Material,,"1045"
Heat Treatment,,"CR"
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.26"
Grip Diameter,(mm),"12.78"
Rockwell Hardness,,"103.9"
Rockwell Scale,,"HRB"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"5.62"
Fracture Notes and Location,,""
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"40.52"
Maximum Strain,(%),"12.21"

Time,Displacement,Force,Strain 1
"23.00","1.53","17.36","0.002444"
"23.50","1.57","17.70","0.002496"
"24.00","1.60","18.04","0.002542"
"24.50","1.63","18.39","0.002591"
"25.00","1.67","18.73","0.002639"
"25.50","1.70","19.08","0.002678"
"26.00","1.73","19.42","0.002731"
"26.50","1.77","19.77","0.002783"
"27.00","1.80","20.12","0.002827"
"27.50","1.83","20.46","0.002873"
"28.00","1.87","20.82","0.002930"
"28.50","1.90","21.16","0.002980"
"29.00","1.93","21.52","0.003032"
"29.50","1.97","21.87","0.003083"
"30.00","2.00","22.23","0.003135"
"30.50","2.03","22.58","0.003187"
"31.00","2.07","22.93","0.003244"
"31.50","2.10","23.29","0.003295"
"32.00","2.13","23.65","0.003348"
"32.50","2.17","24.01","0.003412"
"33.00","2.20","24.36","0.003465"
"33.50","2.23","24.72","0.003518"
"34.00","2.27","25.07","0.003585"
"34.50","2.30","25.42","0.003646"
"35.00","2.33","25.78","0.003708"
"35.50","2.37","26.13","0.003772"
"36.00","2.40","26.49","0.003843"
"36.50","2.43","26.84","0.003909"
"37.00","2.47","27.19","0.003988"
"37.50","2.50","27.55","0.004061"
"38.00","2.53","27.91","0.004138"
"38.50","2.57","28.26","0.004220"
"39.00","2.60","28.61","0.004298"
"39.50","2.63","28.96","0.004387"
"40.00","2.67","29.31","0.004478"
"40.50","2.70","29.66","0.004574"
"41.00","2.73","30.00","0.004676"
"41.50","2.77","30.35","0.004777"
"42.00","2.80","30.69","0.004891"
"42.50","2.83","31.02","0.005008"
"43.00","2.87","31.36","0.005131"
"43.50","2.90","31.70","0.005268"
"44.00","2.93","32.02","0.005390"
"44.50","2.97","32.35","0.005530"
"45.00","3.00","32.67","0.005682"
"45.50","3.03","32.99","0.005847"
"46.00","3.07","33.31","0.006023"
"46.50","3.10","33.62","0.006202"
"47.00","3.13","33.92","0.006399"
"47.50","3.17","34.22","0.006611"
"48.00","3.20","34.51","0.006838"
"48.50","3.23","34.80","0.007069"
"49.00","3.27","35.07","0.007317"
"49.50","3.30","35.35","0.007584"
"50.00","3.33","35.62","0.007852"
"50.50","3.37","35.88","0.008145"
"51.00","3.40","36.13","0.008444"
"51.50","3.43","36.38","0.008774"
"52.00","3.47","36.63","0.009106"
"52.50","3.50","36.86","0.009466"
"53.00","3.53","37.09","0.009827"
"53.50","3.57","37.31","0.01021"
"54.00","3.60","37.52","0.01061"
"54.50","3.63","37.73","0.01103"
"55.00","3.67","37.93","0.01146"
"55.50","3.70","38.12","0.01191"
"56.00","3.73","38.31","0.01236"
"56.50","3.77","38.49","0.01285"
"57.00","3.80","38.67","0.01334"
"57.50","3.83","38.83","0.01385"
"58.00","3.87","38.99","0.01439"
"58.50","3.90","39.14","0.01493"
"59.00","3.93","39.28","0.01550"
"59.50","3.97","39.42","0.01608"
"60.00","4.00","39.55","0.01669"
"60.50","4.03","39.67","0.01735"
"61.00","4.07","39.79","0.01800"
"61.50","4.10","39.89","0.01867"
"62.00","4.13","39.99","0.01936"
"62.50","4.17","40.07","0.02010"
"63.00","4.20","40.15","0.02085"
"63.50","4.23","40.23","0.02162"
"64.00","4.27","40.29","0.02241"
"64.50","4.30","40.35","0.02324"
"65.00","4.33","40.39","0.02409"
"65.50","4.37","40.43","0.02495"
"66.00","4.40","40.47","0.02588"
"66.50","4.43","40.49","0.02680"
"67.00","4.47","40.51","0.02778"
"67.50","4.50","40.52","0.02878"
"68.00","4.53","40.52","0.02982"
"68.50","4.57","40.51","0.03088"
"69.00","4.60","40.50","0.03199"
"69.50","4.63","40.48","0.03313"
"70.00","4.67","40.45","0.03431"
"70.50","4.70","40.41","0.03551"
"71.00","4.73","40.35","0.03675"
"71.50","4.77","40.29","0.03803"
"72.00","4.80","40.21","0.03931"
"72.50","4.83","40.13","0.04066"
"73.00","4.87","40.04","0.04199"
"73.50","4.90","39.94","0.04335"
"74.00","4.93","39.83","0.04473"
"74.50","4.97","39.72","0.04612"
"75.00","5.00","39.60","0.04752"
"75.50","5.03","39.48","0.04892"
"76.00","5.07","39.36","0.05033"
"76.50","5.10","39.24","0.05175"
"77.00","5.13","39.11","0.05316"
"77.50","5.17","38.99","0.05457"
"78.00","5.20","38.86","0.05598"
"78.50","5.23","38.73","0.05740"
"79.00","5.27","38.61","0.05881"
"79.50","5.30","38.48","0.06023"
"80.00","5.33","38.35","0.06164"
"80.50","5.37","38.22","0.06308"
"81.00","5.40","38.09","0.06449"
"81.50","5.43","37.96","0.06590"
"82.00","5.47","37.83","0.06732"
"82.50","5.50","37.70","0.06874"
"83.00","5.53","37.57","0.07016"
"83.50","5.57","37.44","0.07159"
"84.00","5.60","37.31","0.07301"
"84.50","5.63","37.17","0.07444"
"85.00","5.67","37.04","0.07586"
"85.50","5.70","36.90","0.07729"
"86.00","5.73","36.77","0.07871"
"86.50","5.77","36.63","0.08013"
"87.00","5.80","36.49","0.08156"
"87.50","5.83","36.35","0.08298"
"88.00","5.87","36.21","0.08444"
"88.50","5.90","36.07","0.08586"
"89.00","5.93","35.93","0.08730"
"89.50","5.97","35.78","0.08874"
"90.00","6.00","35.64","0.09018"
"90.50","6.03","35.49","0.09161"
"91.00","6.07","35.34","0.09305"
"91.50","6.10","35.19","0.09448"
"92.00","6.13","35.04","0.09593"
"92.50","6.17","34.88","0.09737"
"93.00","6.20","34.72","0.09882"
"93.50","6.23","34.57","0.1003"
"94.00","6.27","34.41","0.1017"
"94.50","6.30","34.24","0.1032"
"95.00","6.33","34.08","0.1046"
"95.50","6.37","33.91","0.1061"
"96.00","6.40","33.74","0.1075"
"96.50","6.43","33.57","0.1090"
"97.00","6.47","33.38","0.1105"
"97.50","6.50","33.19","0.1119"
"98.00","6.53","32.99","0.1134"
"98.50","6.57","32.78","0.1149"
"99.00","6.60","32.47","0.1165"
"99.15","6.61","18.93","0.1221"

